TIME,BCBUTE02,BRBUFT02,BRVSLV02,BSSPFT02,BVBUTE02,CCUSMA02,CP080000,CSINFT,LOCOSTNO,PIEAMI01,SLRTCR03,XTEXVA01
1990-01-01,0.6,-2.9,23.4,28.2,3.8,33.51588616020431,53.150000000000006,50.2,101.50821474854,79.7883354423099,57.27331079422853,9.445748263118462
1990-02-01,-0.1,6.5,15.5,22.5,3.8,31.36052742996158,53.4,47.8,101.55102176542499,79.7883354423099,47.09770511299416,14.940425366291802
1990-03-01,-0.4,5.8,18.7,24.9,3.8,33.384163239585114,53.3,51.0,101.581492880072,79.7883354423099,57.32563991215513,5.04139090953863
1990-03-31,-8.045161290322582,5.219354838709678,14.441935483870969,29.25483870967742,3.8,32.63324848156178,53.20322580645162,50.322580645161295,101.5990869882891,79.7883354423099,46.85319877150427,14.553585646506761
1990-04-01,-8.3,5.2,14.3,29.4,3.8,32.60821798962767,53.2,50.3,101.599673458563,79.7883354423099,46.504117400149234,14.870658804405698
1990-04-30,-9.073333333333334,3.6533333333333333,24.643333333333334,27.273333333333333,3.8,29.647061001239965,53.49,50.39666666666667,101.60630017780203,79.7883354423099,50.49571055573179,19.336989590769466
1990-05-01,-9.1,3.6,25.0,27.2,3.8,29.544952139571425,53.5,50.4,101.606528685362,79.7883354423099,50.63335169902774,19.4910009971958
1990-05-31,-9.77741935483871,3.1161290322580646,25.0,25.554838709677423,3.8,27.022604281136285,53.59677419354839,52.23870967741935,101.6028112658875,79.7883354423099,42.40041540377244,20.73433415890661
1990-06-01,-9.8,3.1,25.0,25.5,3.8,26.938526019188448,53.6,52.3,101.602687351905,79.7883354423099,42.1259841939306,20.7757785976303
1990-06-30,-21.69,2.616666666666667,22.486666666666665,26.273333333333337,3.8,25.041346577423944,53.6,47.08,101.5885762173826,79.7883354423099,27.705911568053214,18.207372170729837
1990-07-01,-22.1,2.6,22.4,26.3,3.8,24.975926596673443,53.6,46.9,101.588089626537,79.7883354423099,27.208667684402272,18.1188064318712
1990-07-31,-23.26129032258065,-5.916129032258064,19.303225806451614,24.65483870967742,3.8,21.68250833984391,53.6,53.57741935483871,101.56028975980733,79.7883354423099,83.81821646879978,34.94224695135262
1990-08-01,-23.3,-6.2,19.2,24.6,3.8,21.572727731282924,53.6,53.8,101.559363097583,79.7883354423099,85.7052014282797,35.503028302002
1990-08-31,-24.17096774193548,-7.167741935483871,28.29677419354839,23.051612903225806,3.8,21.800222125438747,56.50322580645162,56.99354838709677,101.5138924121659,79.7883354423099,47.481535545536346,26.29873884608758
1990-09-01,-24.2,-7.2,28.6,23.0,3.8,21.807805271910606,56.6,57.1,101.512376722652,79.7883354423099,46.2074133494449,25.991929197557102
1990-09-30,-33.19,-8.07,23.67,24.74,3.8,20.248878464424795,58.001666666666665,45.21,101.44976587648443,79.7883354423099,39.71500570794239,31.252542917954937
1990-10-01,-33.5,-8.1,23.5,24.8,3.8,20.19512236761494,58.05,44.8,101.447606881789,79.7883354423099,39.49112958237333,31.433943391072102
1990-11-01,-35.0,-1.4,26.2,21.5,3.8,19.439538899429323,58.5,42.7,101.37436115003,79.7883354423099,35.188506513266425,35.3734205182376
1990-12-01,-36.2,-2.2,29.0,17.1,3.8,20.91632588824017,58.599999999999994,33.3,101.29297865289,79.7883354423099,23.807788050020864,17.6290349341189
1991-01-01,-47.5,-4.6,29.1,16.7,3.8,21.6144525907378,58.7,43.6,101.19179255971001,79.7883354423099,40.164935204700036,15.7064521930864
1991-02-01,-49.1,0.5,32.5,6.2,3.8,21.56518669064543,58.65,41.7,101.06220848342,79.7883354423099,30.772839839199197,13.1655652900417
1991-03-01,-50.6,0.1,28.1,6.6,3.8,24.441025745900735,58.699999999999996,32.4,100.913202522388,79.7883354423099,43.496880864484865,10.0839644058535
1991-03-31,-63.56774193548387,-0.1903225806451613,28.583870967741937,8.438709677419356,3.8,26.994901529145338,61.02258064516129,41.20645161290323,100.76743716378091,79.7883354423099,30.650224087814024,8.945893052998175
1991-04-01,-64.0,-0.2,28.6,8.5,3.8,27.080030721920156,61.1,41.5,100.762578318494,79.7883354423099,30.22200219525833,8.90795734123633
1991-04-30,-66.12666666666668,7.05,29.856666666666666,4.923333333333333,3.8,28.7883121635913,61.245000000000005,36.86,100.62933086483532,79.7883354423099,27.378387265218194,0.3712146561233105
1991-05-01,-66.2,7.3,29.9,4.8,3.8,28.847218420200647,61.25,36.7,100.624736125054,79.7883354423099,27.28033157797543,0.0768442187056202
1991-05-31,-68.13548387096775,7.203225806451613,29.512903225806454,6.929032258064517,3.8,32.19745291303546,61.395161290322584,36.79677419354839,100.51399459691142,79.7883354423099,23.674187524710792,-2.1807519536634836
1991-06-01,-68.2,7.2,29.5,7.0,3.8,32.30912739612996,61.4,36.8,100.51030321264,79.7883354423099,23.553982722935302,-2.25600515940912
1991-06-30,-44.903333333333336,6.8133333333333335,26.793333333333333,6.903333333333334,3.8,34.22306780194222,61.690000000000005,34.48,100.42722784874452,79.7883354423099,18.243190038599224,-1.2852385028088993
1991-07-01,-44.1,6.8,26.7,6.9,3.8,34.28906574697023,61.7,34.4,100.42436318102399,79.7883354423099,18.060059256380736,-1.25176379051234
1991-07-31,-36.16451612903226,7.47741935483871,28.829032258064515,4.57741935483871,3.8,34.79271326884357,61.748387096774195,28.012903225806454,100.37104110619819,79.7883354423099,72.26331784996042,-6.571227227370712
1991-08-01,-35.9,7.5,28.9,4.5,3.8,34.809501519572684,61.75,27.8,100.369263703704,79.7883354423099,74.07009313641306,-6.74854267526599
1991-08-31,-31.93225806451613,6.919354838709678,29.770967741935486,4.500000000000001,3.8,32.764990737638946,61.21774193548387,24.122580645161293,100.34959684315143,79.7883354423099,36.45005929813955,-9.736889648345649
1991-09-01,-31.8,6.9,29.8,4.5,3.8,32.696840378241156,61.199999999999996,24.0,100.34894128113301,79.7883354423099,35.1960581701971,-9.836501214114971
1991-09-30,-23.873333333333335,6.32,24.386666666666667,2.5666666666666664,3.8,34.04426572438577,61.345,24.87,100.36931543553756,79.7883354423099,28.062625852901466,-11.090061262331027
1991-10-01,-23.6,6.3,24.2,2.5,3.8,34.09072866735627,61.35,24.9,100.370017992586,79.7883354423099,27.81664542816713,-11.1332874708902
1991-11-01,-30.0,25.0,19.7,2.8,3.8,32.29770367319024,61.5,25.9,100.42461562779499,79.7883354423099,30.154630423101526,-11.974529191338801
1991-12-01,-42.6,25.2,14.2,3.3,3.8,29.90595384448378,61.5,30.7,100.498498308114,79.7883354423099,24.767896269140397,3.95404222036377
1992-01-01,-26.4,24.4,14.0,1.2,3.8,30.62444192253126,61.25,25.0,100.574797010236,79.7883354423099,39.18969667251793,-8.63221311201114
1992-02-01,-13.6,24.7,16.2,0.9,3.8,32.331738682825666,61.15,24.4,100.645931908811,79.7883354423099,33.035854561206094,-3.1871031115529598
1992-03-01,-7.7,24.7,18.6,3.9,3.8,31.68936264983864,61.050000000000004,25.4,100.70814405706999,79.7883354423099,34.908717067562264,-0.0681101633815297
1992-03-31,1.7838709677419355,24.603225806451615,23.24516129032258,0.3193548387096774,3.8,29.19470370101549,59.93709677419355,21.722580645161294,100.74851247983774,79.7883354423099,47.008798757240555,3.136641230021435
1992-04-01,2.1,24.6,23.4,0.2,3.8,29.111548402721386,59.9,21.6,100.74985809393,79.7883354423099,47.41213481356316,3.2434662764682
1992-04-30,-5.7299999999999995,33.97666666666667,18.566666666666666,4.6466666666666665,3.8,26.811912544899656,59.755,24.596666666666664,100.7617440345941,79.7883354423099,39.57263740438826,12.744468241468306
1992-05-01,-6.0,34.3,18.4,4.8,3.8,26.732614756698904,59.75,24.7,100.762153894617,79.7883354423099,39.30230990752016,13.072088998882101
1992-05-31,-3.8709677419354835,34.590322580645164,17.238709677419354,2.864516129032258,3.8,24.01594036926918,59.653225806451616,27.990322580645163,100.74107217436925,79.7883354423099,38.4788426444367,13.438221232757746
1992-06-01,-3.8,34.6,17.2,2.8,3.8,23.925384556354857,59.65,28.1,100.740369450361,79.7883354423099,38.45139373566725,13.4504256405536
1992-06-30,-12.403333333333332,34.79333333333334,19.81,0.77,3.8,22.13353853013803,59.36,29.84,100.66921450696964,79.7883354423099,24.571837458314896,16.856724713370383
1992-07-01,-12.7,34.8,19.9,0.7,3.8,22.071750736130554,59.35,29.9,100.666760888232,79.7883354423099,24.093232069440678,16.9741833020882
1992-07-31,-21.40967741935484,5.961290322580645,22.416129032258063,-0.1709677419354839,3.8,21.98797923821253,59.3016129032258,19.448387096774194,100.51985637325008,79.7883354423099,71.52409907311284,7.065466897403436
1992-08-01,-21.7,5.0,22.5,-0.2,3.8,21.985186854948594,59.3,19.1,100.51495955608401,79.7883354423099,73.10512797323524,6.73517635058061
1992-08-31,-26.34516129032258,3.354838709677419,19.306451612903228,-3.8774193548387097,3.8,25.40759289580484,58.62258064516129,20.45483870967742,100.27474171541272,79.7883354423099,37.359669610779406,11.245707762446603
1992-09-01,-26.5,3.3,19.2,-4.0,3.8,25.521673097166712,58.6,20.5,100.266734454057,79.7883354423099,36.16815433203088,11.396058809508801
1992-09-30,-19.44333333333333,1.6566666666666667,22.19666666666667,-4.386666666666668,3.8,32.076195814692156,58.06833333333333,28.523333333333333,99.94759812111292,79.7883354423099,39.013456345215914,1.9327754005997382
1992-10-01,-19.2,1.6,22.3,-4.4,3.8,32.30221383943441,58.05,28.8,99.9365934199769,79.7883354423099,39.11157020773954,1.6064552830511498
1992-11-01,-21.9,12.0,16.5,-1.2,3.8,39.002326818506056,57.75,27.3,99.5797698477631,79.7883354423099,37.559886247181005,-7.365315234381349
1992-12-01,-28.5,11.4,11.1,2.6,3.8,38.89639581062407,57.75,27.7,99.2473952680788,79.7883354423099,45.38738019348193,-11.284347953571698
1993-01-01,-11.9,10.5,13.5,1.7,3.8,39.488581907851966,58.35,24.0,98.9579013257958,79.7883354423099,47.53699552994116,0.9793104343448521
1993-02-01,2.0,23.4,8.2,12.2,3.8,43.51474539905337,58.849999999999994,28.0,98.72405265043591,79.7883354423099,46.20841351465457,-8.50566301030361
1993-03-01,-3.0,23.5,5.7,11.7,3.8,41.01209385022539,59.4,34.9,98.56449894458858,79.7883354423099,50.14827036025113,-3.93904568237355
1993-03-31,0.19354838709677422,23.596774193548388,3.3774193548387097,8.022580645161291,3.8,37.798974157539625,59.4483870967742,33.64193548387097,98.48134920524143,79.7883354423099,42.6614899257797,-6.050399943629299
1993-04-01,0.3,23.6,3.3,7.9,3.8,37.691870167783435,59.45,33.6,98.4785775472632,79.7883354423099,42.41193057796398,-6.12077841900449
1993-04-30,-1.44,30.946666666666665,6.2,10.22,3.8,38.72727580156779,59.498333333333335,36.69333333333333,98.45035381771073,79.7883354423099,47.12544110437483,-9.402124396373994
1993-05-01,-1.5,31.2,6.3,10.3,3.8,38.76297944411208,59.5,36.8,98.4493805856572,79.7883354423099,47.28797595011313,-9.515274257662599
1993-05-31,1.7903225806451613,31.9741935483871,14.041935483870969,11.074193548387097,3.8,41.51619339265399,56.98387096774194,36.219354838709684,98.45412006265336,79.7883354423099,42.66268574117297,-8.96728375085503
1993-06-01,1.9,32.0,14.3,11.1,3.8,41.607967190938716,56.900000000000006,36.2,98.4542780452199,79.7883354423099,42.50850940087496,-8.94901740062811
1993-06-30,-1.0966666666666667,32.38666666666667,12.173333333333334,5.590000000000001,3.8,43.58831380407187,58.25333333333333,35.233333333333334,98.47259336456102,79.7883354423099,33.025084003771894,-16.267117341593412
1993-07-01,-1.2,32.4,12.1,5.4,3.8,43.65660161831784,58.3,35.2,98.47322492729691,79.7883354423099,32.69806933490627,-16.5194656154198
1993-07-31,-0.13548387096774195,39.07741935483871,10.164516129032258,4.916129032258064,3.8,44.387941044211715,58.44516129032259,34.52258064516129,98.48630366337918,79.7883354423099,94.17041496576171,-7.762984351920704
1993-08-01,-0.1,39.3,10.1,4.9,3.8,44.412319025074844,58.45,34.5,98.48673962124859,79.7883354423099,96.21949315345688,-7.4711016431374
1993-08-31,-4.454838709677419,40.0741935483871,12.422580645161291,7.609677419354839,3.8,40.74708431435134,58.54677419354838,34.693548387096776,98.48283356530237,79.7883354423099,50.23449982657874,-6.813474595556384
1993-09-01,-4.6,40.1,12.5,7.7,3.8,40.62490982399389,58.55,34.7,98.4827033634375,79.7883354423099,48.7016667156828,-6.79155369397035
1993-09-30,-5.276666666666666,40.583333333333336,10.759999999999998,1.8033333333333335,3.8,37.52918860875227,58.55,43.98,98.45461343588863,79.7883354423099,49.25903023766037,0.1802047121732221
1993-10-01,-5.3,40.6,10.7,1.6,3.8,37.42243960133014,58.55,44.3,98.4536448176973,79.7883354423099,49.2782496694527,0.4206101744540349
1993-11-01,-1.0,37.2,11.4,7.1,3.8,35.697968068054465,58.95,40.2,98.4045330209057,79.7883354423099,51.108667151405506,0.3005207817918
1993-12-01,-9.7,37.8,12.0,-1.6,3.8,35.76441440305964,58.85,41.8,98.34878875646099,79.7883354423099,32.50002125338136,-1.56310878255012
1994-01-01,-1.3,38.2,16.2,3.8,3.8,35.184943756078404,55.85,36.1,98.3009533863299,79.7883354423099,63.15279342524584,7.884621767835599
1994-02-01,1.4,31.1,15.2,2.9,3.8,33.72635473792672,55.25,37.7,98.26768991576651,79.7883354423099,51.45113611910983,9.74606580834424
1994-03-01,8.2,31.2,12.9,4.9,3.8,33.666176319554566,52.949999999999996,40.1,98.2595701226766,79.7883354423099,57.40385886034563,11.8035674075686
1994-03-31,9.458064516129031,31.103225806451615,11.835483870967742,-1.970967741935484,3.8,35.88589959209533,53.337096774193554,39.22903225806452,98.28238483900977,79.7883354423099,47.453056197686024,9.903591859902953
1994-04-01,9.5,31.1,11.8,-2.2,3.8,35.95989036784669,53.35,39.2,98.2831453295542,79.7883354423099,47.12136277559737,9.84025934164743
1994-04-30,12.4,21.046666666666663,10.93,5.92,3.8,35.120632032638404,53.39833333333333,36.20333333333333,98.34016951349463,79.7883354423099,50.351008220755816,6.190095175811608
1994-05-01,12.5,20.7,10.9,6.2,3.8,35.091692090045015,53.4,36.1,98.342135864665,79.7883354423099,50.462375305071625,6.064227445955201
1994-05-31,14.435483870967742,20.603225806451615,10.416129032258064,14.909677419354837,3.8,33.34016079490024,54.41612903225806,36.19677419354839,98.44059657933003,79.7883354423099,50.80869682335878,15.712735726597133
1994-06-01,14.5,20.6,10.4,15.2,3.8,33.28177641839542,54.45,36.2,98.4438786031522,79.7883354423099,50.82024087396835,16.034352669285198
1994-06-30,9.86,20.696666666666665,11.753333333333334,14.04,3.8,32.128850875329036,53.434999999999995,36.00666666666666,98.58830095280895,79.7883354423099,30.440473488284542,18.92302945554724
1994-07-01,9.7,20.7,11.8,14.0,3.8,32.08909482211985,53.4,36.0,98.5932810338316,79.7883354423099,29.737722888778205,19.0226389999011
1994-07-31,2.2483870967741937,30.66774193548387,11.316129032258067,19.806451612903228,3.8,32.1265549528196,53.4,36.96774193548387,98.77913790120175,79.7883354423099,91.67325912874874,20.276605819722743
1994-08-01,2.0,31.0,11.3,20.0,3.8,32.12780362384293,53.4,37.0,98.7853331301141,79.7883354423099,93.73777700341442,20.3184047137168
1994-08-31,5.870967741935484,31.193548387096776,12.945161290322583,21.354838709677416,3.8,31.925714705524072,52.77096774193548,36.32258064516129,98.99633021671983,79.7883354423099,49.88442399450757,18.791977822013315
1994-09-01,6.0,31.2,13.0,21.4,3.8,31.918978408246776,52.75,36.3,99.00336345294001,79.7883354423099,48.422645560877335,18.7410969256232
1994-09-30,-2.603333333333333,31.49,13.386666666666667,21.69,3.8,29.924016496558345,50.623333333333335,33.20666666666667,99.22395924131212,79.7883354423099,41.510336775374874,21.477446469838778
1994-10-01,-2.9,31.5,13.4,21.7,3.8,29.855224706500124,50.550000000000004,33.1,99.23156599263528,79.7883354423099,41.27198130001272,21.5718033506738
1994-11-01,-3.5,23.9,18.8,22.9,3.8,30.031911635767553,50.4,35.4,99.4556993654936,79.7883354423099,42.77140484777491,31.7250474977522
1994-12-01,-5.9,24.0,17.5,21.7,3.8,31.436430513314118,50.4,44.5,99.663560826714,79.7883354423099,34.730871106000485,20.788735528301398
1995-01-01,-10.7,24.0,20.7,25.7,3.8,30.865873697580614,51.65,38.1,99.8413667140023,79.7883354423099,51.16964185772832,22.142291378695898
1995-02-01,-8.1,11.5,17.8,30.0,3.8,30.615666080471225,52.05,41.8,99.9807165081226,79.7883354423099,48.002570668616876,26.6206348315712
1995-03-01,0.3,11.1,17.0,29.7,3.8,29.76679990185195,53.400000000000006,39.0,100.08108284033199,79.7883354423099,52.07358803052472,26.101421982747897
1995-03-31,-8.990322580645163,10.80967741935484,17.677419354838708,21.861290322580647,3.8,29.357984712883365,53.400000000000006,39.09677419354839,100.14953070482974,79.7883354423099,44.460838034828036,23.199071803840873
1995-04-01,-9.3,10.8,17.7,21.6,3.8,29.34435753991774,53.4,39.1,100.151812300313,79.7883354423099,44.20707970163814,23.102326797877303
1995-04-30,-8.333333333333334,7.416666666666667,17.99,23.339999999999996,3.8,30.538165547648337,53.545,37.553333333333335,100.20015606187813,79.7883354423099,48.02144126008851,23.050508673004565
1995-05-01,-8.3,7.3,18.0,23.4,3.8,30.579331341018356,53.55,37.5,100.201823088139,79.7883354423099,48.152970969000584,23.0487218411124
1995-05-31,-8.396774193548387,6.816129032258065,18.967741935483872,23.593548387096774,3.8,30.679963857372083,53.40483870967742,28.112903225806456,100.23563275563352,79.7883354423099,45.005602660807064,18.67655322911021
1995-06-01,-8.4,6.8,19.0,23.6,3.8,30.683318274583872,53.4,27.8,100.23675974455,79.7883354423099,44.90069038386728,18.5308142753768
1995-06-30,-12.75,6.026666666666666,16.873333333333335,22.633333333333333,3.8,31.08225937159001,51.031666666666666,27.41333333333333,100.25854767310481,79.7883354423099,31.050069655003774,17.18435422282533
1995-07-01,-12.9,6.0,16.8,22.6,3.8,31.096015961141948,50.949999999999996,27.4,100.259298980986,79.7883354423099,30.572462043663652,17.137924565840798
1995-07-31,-13.28709677419355,18.19354838709678,20.477419354838712,20.470967741935485,3.8,32.16063689336939,51.04677419354839,31.948387096774194,100.26409121040729,79.7883354423099,94.72461959120275,11.745321407880768
1995-08-01,-13.3,18.6,20.6,20.4,3.8,32.19612425777697,51.050000000000004,32.1,100.264250951388,79.7883354423099,96.8630248427874,11.5655679692821
1995-08-31,-16.203225806451613,19.470967741935485,20.30967741935484,16.43225806451613,3.8,32.96052685902392,51.29193548387097,32.19677419354839,100.24856769924155,79.7883354423099,47.094170013531325,17.145202689864874
1995-09-01,-16.3,19.5,20.3,16.3,3.8,32.98600694573215,51.300000000000004,32.2,100.24804492417,79.7883354423099,45.43520818588945,17.3311905138843
1995-09-30,-12.626666666666667,20.273333333333333,20.783333333333335,15.139999999999999,3.8,33.02230947679802,52.55666666666667,30.073333333333334,100.21076146941971,79.7883354423099,48.881986033590465,8.288114249737966
1995-10-01,-12.5,20.3,20.8,15.1,3.8,33.02356128821408,52.6,30.0,100.209475833049,79.7883354423099,49.00084044213188,7.976284033732919
1995-11-01,-15.3,25.1,14.0,17.8,3.8,33.34238642909173,52.5,29.8,100.14710684072399,79.7883354423099,48.58917381263797,11.774940848872399
1995-12-01,-20.9,25.8,18.8,14.7,3.8,33.67129797844207,52.699999999999996,31.5,100.06440429638901,79.7883354423099,38.517320219919334,14.1910031412933
1996-01-01,-14.2,26.5,16.4,10.9,3.8,34.479155286139516,52.15,30.5,99.96923381096458,79.7883354423099,53.96837304503337,7.698236966744469
1996-02-01,-13.3,28.5,23.6,9.7,3.8,34.12277169292611,52.15,22.0,99.8700172651787,79.7883354423099,51.48308947796977,7.131645449267861
1996-03-01,-15.2,29.4,12.7,12.7,3.8,35.16662194999706,51.949999999999996,25.7,99.776835771856,79.7883354423099,53.00143093006488,6.360002063036441
1996-03-31,-17.425806451612907,30.46451612903226,16.183870967741935,11.538709677419355,3.8,35.81814619153713,51.85322580645161,25.31290322580645,99.69876995771818,79.7883354423099,56.0435683627877,5.587051475781137
1996-04-01,-17.5,30.5,16.3,11.5,3.8,35.839863666255134,51.85,25.3,99.69616776391359,79.7883354423099,56.144972943878464,5.56128645620596
1996-04-30,-1.8400000000000003,31.466666666666665,19.683333333333334,6.763333333333334,3.8,35.401461541297415,51.995,26.363333333333333,99.63337347014354,79.7883354423099,52.36908631404326,6.862351141436995
1996-05-01,-1.3,31.5,19.8,6.6,3.8,35.3863442266437,52.0,26.4,99.63120814966871,79.7883354423099,52.23888332680756,6.90721544092772
1996-05-31,0.6354838709677418,31.403225806451612,10.993548387096773,6.4064516129032265,3.8,34.403870569810586,51.951612903225815,23.206451612903226,99.58604535442146,79.7883354423099,48.38230068966225,5.704316199557788
1996-06-01,0.7,31.4,10.7,6.4,3.8,34.371121447916146,51.95,23.1,99.58453992791321,79.7883354423099,48.253747935090736,5.6642195581787895
1996-06-30,-2.973333333333333,30.336666666666666,14.180000000000001,1.9533333333333334,3.8,33.89392496747036,52.723333333333336,22.71333333333333,99.56616572930639,79.7883354423099,34.70152899453858,6.344840872441271
1996-07-01,-3.1,30.3,14.3,1.8,3.8,33.8774699164205,52.75,22.7,99.565532136251,79.7883354423099,34.23421110003678,6.36831057293308
1996-07-31,-1.5516129032258066,41.71935483870968,12.170967741935483,4.219354838709677,3.8,33.45103121115256,52.79838709677419,23.667741935483868,99.5812456031031,79.7883354423099,97.18458782210664,9.209750883360753
1996-08-01,-1.5,42.1,12.1,4.3,3.8,33.436816587643634,52.8,23.7,99.5817693853315,79.7883354423099,99.2829337128423,9.304465560375009
1996-08-31,-7.983870967741935,42.8741935483871,11.616129032258065,5.65483870967742,3.8,32.89128787441466,52.8,22.73225806451613,99.63131397453543,79.7883354423099,47.53714914961909,4.669852566512372
1996-09-01,-8.2,42.9,11.6,5.7,3.8,32.873103583973695,52.8,22.7,99.63296546084221,79.7883354423099,45.812289664178316,4.51536546671695
1996-09-30,-2.8833333333333337,43.093333333333334,16.82,7.053333333333334,3.8,32.18829321921092,50.77,19.8,99.70869162788335,79.7883354423099,52.60133976191727,12.719117181477447
1996-10-01,-2.7,43.1,17.0,7.1,3.8,32.16467906870186,50.7,19.7,99.7113028750227,79.7883354423099,52.83544493770137,13.002005171641601
1996-11-01,-1.1,45.7,13.1,5.8,3.8,28.827423203570678,50.8,22.5,99.80010569687781,79.7883354423099,46.3707212900274,10.7212186689221
1996-12-01,0.3,46.2,20.1,9.8,3.8,28.314997910429497,50.7,26.9,99.87945362992821,79.7883354423099,38.027891439034434,10.2589077414138
1997-01-01,3.6,48.9,16.3,7.0,3.8,28.302093999699654,50.25,28.4,99.94457869387709,79.7883354423099,60.662099355685335,15.944574043746199
1997-02-01,3.3,39.0,16.5,0.5,3.4,29.712842830201826,50.199999999999996,27.3,100.00350898895,79.7883354423099,51.048556091356026,10.3282075398552
1997-03-01,-0.4,34.5,17.8,5.4,3.7,30.138791560141414,49.65,24.6,100.07170440614401,79.7883354423099,54.05064593962752,4.80611568758807
1997-03-31,4.3419354838709685,34.016129032258064,21.574193548387097,2.0129032258064514,13.764516129032257,29.14211980490035,49.69838709677419,27.503225806451614,100.15715350018915,79.7883354423099,57.654897080121174,10.381270756957004
1997-04-01,4.5,34.0,21.7,1.9,14.1,29.108897413058983,49.699999999999996,27.6,100.160001803324,79.7883354423099,57.77503878480429,10.567109259269301
1997-04-30,-2.3633333333333337,34.0,17.446666666666665,6.83,14.293333333333335,28.985220240856435,49.55500000000001,21.220000000000002,100.2674420443921,79.7883354423099,54.24371107577888,9.230254937814607
1997-05-01,-2.6,34.0,17.3,7.0,14.3,28.980955510780486,49.550000000000004,21.0,100.271146880291,79.7883354423099,54.121941154778,9.184156512936859
1997-05-31,0.20645161290322583,31.096774193548388,20.493548387096777,1.0,13.816129032258065,28.99357617610499,49.211290322580645,25.64516129032258,100.39932215773779,79.7883354423099,52.48612360705213,9.034353757720083
1997-06-01,0.3,31.0,20.6,0.8,13.8,28.99399686494914,49.199999999999996,25.8,100.40359466698601,79.7883354423099,52.43159635546126,9.02936033254619
1997-06-30,-2.31,29.259999999999998,17.41,2.3466666666666667,23.66,28.397476273179095,49.635,34.596666666666664,100.54407267663672,79.7883354423099,33.11718085175048,12.243075839843497
1997-07-01,-2.4,29.2,17.3,2.4,24.0,28.37690659760082,49.65,34.9,100.548916745935,79.7883354423099,32.45116652403632,12.353893615957197
1997-07-31,-8.10967741935484,29.683870967741935,25.332258064516132,2.4000000000000004,24.580645161290324,30.773326224314115,49.843548387096774,35.28709677419354,100.68646777384532,79.7883354423099,108.5659452743371,5.928305671195654
1997-08-01,-8.3,29.7,25.6,2.4,24.6,30.85320687853789,49.85,35.3,100.69105280810899,79.7883354423099,111.10310456601378,5.714119406370269
